id,content,visibility,type,time,from_user_id
1943,sapien non mi integer ac neque duis bibendum morbi,false,story,15,710
1944,mauris laoreet ut rhoncus aliquet pulvinar sed nisl nunc rhoncus,true,story,16,533
1945,eget eros elementum pellentesque,false,story,23,305
1946,adipiscing elit proin interdum mauris,false,story,13,919
1947,mauris non ligula pellentesque ultrices phasellus id sapien,false,story,4,478
1948,convallis tortor risus,true,story,15,251
1949,vestibulum velit id pretium iaculis diam erat fermentum justo nec,false,story,18,284
1950,eu mi nulla,true,story,18,416
1951,orci nullam molestie nibh,false,story,8,169
1952,etiam vel augue vestibulum rutrum rutrum neque aenean auctor,true,story,10,119
1953,convallis duis consequat dui,true,story,15,606
1954,aliquet massa id lobortis convallis tortor risus dapibus augue vel,false,story,8,933
1955,pharetra magna vestibulum aliquet,true,story,5,634
1956,nisi volutpat eleifend,true,story,11,65
1957,turpis adipiscing lorem vitae,true,story,21,506
1958,sit amet sapien dignissim vestibulum vestibulum,false,story,6,524
1959,et ultrices posuere cubilia curae nulla dapibus dolor vel est,false,story,3,377
1960,duis faucibus accumsan odio curabitur convallis duis,false,story,7,791
1961,pharetra magna ac consequat metus,false,story,5,915
1962,proin interdum mauris,false,story,22,799
1963,lacinia aenean sit amet justo morbi ut odio,false,story,19,124
1964,leo odio condimentum,false,story,16,58
1965,congue eget semper rutrum nulla nunc purus phasellus in felis,true,story,5,88
1966,massa id nisl venenatis lacinia,true,story,15,347
1967,ultrices posuere cubilia curae mauris,false,story,9,840
1968,imperdiet nullam orci pede venenatis non sodales,true,story,5,135
1969,lorem quisque ut erat curabitur gravida nisi at,true,story,23,430
1970,amet eros suspendisse accumsan tortor,false,story,11,561
1971,at turpis donec,false,story,22,86
1972,vel accumsan tellus nisi eu orci mauris,true,story,6,236
1973,consequat in consequat ut,false,story,7,792
1974,sit amet turpis elementum ligula vehicula consequat morbi,true,story,16,286
1975,erat id mauris vulputate elementum nullam varius nulla facilisi cras,true,story,15,844
1976,consequat in consequat ut nulla sed accumsan felis ut,false,story,21,745
1977,convallis duis consequat dui nec nisi volutpat eleifend donec,false,story,11,86
1978,a ipsum integer a nibh,true,story,23,167
1979,donec dapibus duis at,true,story,7,233
1980,eget tincidunt eget tempus vel pede,true,story,1,551
1981,etiam justo etiam pretium iaculis justo,true,story,4,612
1982,eget nunc donec quis,false,story,11,807
1983,tempus vel pede,true,story,9,399
1984,condimentum id luctus nec molestie sed,false,story,2,209
1985,rhoncus dui vel sem sed sagittis,false,story,1,688
1986,mi nulla ac enim in tempor turpis nec,false,story,0,717
1987,velit donec diam neque vestibulum eget vulputate ut ultrices vel,true,story,9,172
1988,vestibulum sed magna at nunc commodo placerat praesent blandit,true,story,18,82
1989,metus sapien ut nunc vestibulum,false,story,8,917
1990,dapibus nulla suscipit ligula in lacus,true,story,12,449
1991,elit proin interdum mauris non,true,story,7,42
1992,accumsan tellus nisi eu orci,true,story,19,833
1993,venenatis turpis enim blandit mi in porttitor pede justo,false,story,11,725
1994,curabitur at ipsum ac tellus semper interdum mauris ullamcorper,true,story,0,879
1995,nisl aenean lectus pellentesque eget,false,story,3,97
1996,massa id nisl venenatis lacinia aenean sit,false,story,16,514
1997,sociis natoque penatibus et magnis dis parturient montes,true,story,16,585
1998,quisque arcu libero rutrum ac lobortis vel dapibus,false,story,4,619
1999,scelerisque quam turpis adipiscing lorem vitae mattis,false,story,11,97
2000,sit amet erat nulla tempus vivamus,true,story,3,193
